entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
SAS CREDIT AGRICOLE CENTRE LOIRE IMMO,Orleans,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Aurelie Huard (Lyon). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/414657395,api-entreprises:GE:immobilier
LPCR CAT (LES PETITS CHAPERONS ROUGES),Saint-Ouen-Sur-Seine,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ernst & Young Et Autres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/448868406,api-entreprises:GE:santé / médico-social
SELECT T.T. (RANDSTAD PROFESSIONAL - APPEL MEDICAL - JBM BUREAU MEDICAL),Saint-Denis,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Pricewaterhousecoopers Audit. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/304381379,api-entreprises:GE:services aux entreprises
SOCIETE COOPERATIVE AGRICOLE ET AGRO-ALIMENTAIRE AGRIAL,Caen,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Pierre Aufranc. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/428611719,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE (CAISSE D'EPARGNE GRAND EST EUROPE) (C.E.G.E.E),Strasbourg,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Benoit Andre. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775618622,api-entreprises:GE:banque / assurance
NOUVELLE UJA,Pantin,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Euradex Europeenne D'Audit Et D'Expertise Comptable. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/889120580,api-entreprises:GE:industrie manufacturière
EFFIA CONCESSIONS,Paris,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Michel Archambault. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/387921281,api-entreprises:GE:transport / logistique
BUFFALO GRILL,Montrouge,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Beas. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/318906443,api-entreprises:GE:hôtellerie / restauration
SQUARE HABITAT NORD DE FRANCE,Lille,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Romain Stin. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/444193122,api-entreprises:GE:immobilier
FONDATION PARTAGE ET VIE,Montrouge,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/439975640,api-entreprises:GE:santé / médico-social
OPTICAL CENTER,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Endrix Audit Idf. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/382372993,api-entreprises:GE:services aux entreprises
OKAIDI,Roubaix,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Eric Venel. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/398110445,api-entreprises:GE:commerce / distribution
BANQUE CIC OUEST (CIC OUEST),Nantes,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nathalie Archambault-Vegreville (Archambault). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/855801072,api-entreprises:GE:banque / assurance
SLFAMILY,Etaples,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Evelyne Defonte. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/794911909,api-entreprises:GE:industrie manufacturière
SOC TRANSPORTS PETROLIERS PAR PIPELINE (TRAPIL),Puteaux,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Gildas Beauchesne. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/572086213,api-entreprises:GE:transport / logistique
FRANCE BKR,Clichy,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Paul Brayer (Brayer). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/950026914,api-entreprises:GE:hôtellerie / restauration
FONCIA DEVELOPPEMENT ET LOCATION,Courbevoie,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jordane Frarier. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/914326855,api-entreprises:GE:immobilier
ARPAVIE,Issy-Les-Moulineaux,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/817797095,api-entreprises:GE:santé / médico-social
ATALIAN PROPRETE,Paris,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 10 000 salariés et plus) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Guillaume Amar. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/399506641,api-entreprises:GE:services aux entreprises
MARIONNAUD LAFAYETTE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Emilio Leon Cebrian. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/348674169,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE D'ASSURANCES MUTUELLES AGRICOLES BRETAGNE PAYS DE LA LOIRE (GROUPAMA LOIRE BRETAGNE),Rennes,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Fabienne Amiaux. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/383844693,api-entreprises:GE:banque / assurance
CEMEX BETONS NORD OUEST,Rungis,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ion Barascu. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/410288203,api-entreprises:GE:industrie manufacturière
GENERAL LOGISTICS SYSTEMS FRANCE,Toulouse,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Youssef Tagemouati. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/315334011,api-entreprises:GE:transport / logistique
ELIOR RESTAURATION HOTELLERIE DE SANTE (ERHS),Courbevoie,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Boris Derichebourg. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/877676932,api-entreprises:GE:hôtellerie / restauration
LESPACE (MORNING LAFFITE),Paris,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jeremy Younes. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/811806215,api-entreprises:GE:immobilier
ASSISTANCE PUBLIQUE HOPITAUX DE PARIS (AP-HP),Paris,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 10 000 salariés et plus) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/267500452,api-entreprises:GE:santé / médico-social
PETIT FORESTIER LOCATION,Villepinte,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sylvain Dupont. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/300571049,api-entreprises:GE:services aux entreprises
COMPTOIR ELECTRIQUE FRANCAIS (CEF),Francheville,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Eric Barrile. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/319883344,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE DU CREDIT MUTUEL NORD EUROPE (CFCMNE),Lille,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Philippe Cacaux. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/320342264,api-entreprises:GE:banque / assurance
ALLIOS,La Penne-Sur-Huveaune,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Antoine Dufour. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775560295,api-entreprises:GE:industrie manufacturière
